,SPY,QQQ,TLT,GLD,USO
2011-07-20,101.88155364990234,51.466094970703125,63.44019317626953,156.02000427246094,307.20001220703125
2011-07-21,103.29473876953125,51.808631896972656,62.95153045654297,154.8300018310547,309.760009765625
2011-07-22,103.3638916015625,52.344356536865234,63.426979064941406,156.1199951171875,311.44000244140625
2011-07-25,102.78787994384766,52.23896026611328,62.73359680175781,157.33999633789062,309.44000244140625
2011-07-26,102.4038314819336,52.370704650878906,63.16283416748047,157.77000427246094,310.4800109863281
2011-07-27,100.30703735351562,51.01817321777344,63.16941452026367,157.19000244140625,303.760009765625
2011-07-28,100.01521301269531,51.10602569580078,63.40715026855469,157.32000732421875,303.2799987792969
2011-07-29,99.3316421508789,50.939144134521484,64.661865234375,158.2899932861328,299.3599853515625
2011-08-01,98.9091796875,50.7020263671875,65.3144760131836,157.72000122070312,297.6000061035156
2011-08-02,96.38231658935547,49.41973876953125,67.2756118774414,161.52000427246094,291.20001220703125
2011-08-03,96.90457153320312,49.894004821777344,67.40812683105469,161.49000549316406,286.8800048828125
2011-08-04,92.36542510986328,47.575408935546875,69.80656433105469,160.63999938964844,269.8399963378906
2011-08-05,92.2271957397461,47.27679443359375,67.79241943359375,161.75,271.6000061035156
2011-08-08,86.22105407714844,44.43122100830078,69.93246459960938,167.1199951171875,252.0800018310547
2011-08-09,90.23027801513672,46.574180603027344,70.14449310302734,168.61000061035156,252.9600067138672
2011-08-10,86.24406433105469,44.668338775634766,72.23149871826172,174.5800018310547,254.24000549316406
2011-08-11,90.11507415771484,46.63566970825195,68.58747863769531,170.75,266.3999938964844
2011-08-12,90.72180938720703,47.048439025878906,69.94572448730469,169.97000122070312,265.8399963378906
2011-08-15,92.6419448852539,47.74226379394531,69.23677825927734,171.8000030517578,273.760009765625
2011-08-16,91.85082244873047,47.3382682800293,70.38301849365234,173.9199981689453,270.6400146484375
2011-08-17,91.91230010986328,47.057220458984375,71.61534118652344,174.4199981689453,272.0799865722656
2011-08-18,87.94915008544922,44.747406005859375,73.08621978759766,177.72000122070312,253.75999450683594
2011-08-19,86.51289367675781,43.93938446044922,73.67586517333984,179.9499969482422,256.9599914550781
2011-08-22,86.58204650878906,44.097476959228516,73.4903564453125,184.58999633789062,261.760009765625
2011-08-23,89.4314956665039,45.91548156738281,72.47659301757812,177.6699981689453,267.3599853515625
2011-08-24,90.69110107421875,46.27556610107422,70.41615295410156,171.64999389648438,264.6400146484375
2011-08-25,89.30859375,45.520267486572266,71.17803192138672,172.36000061035156,263.760009765625
2011-08-26,90.60658264160156,46.662010192871094,71.88037109375,177.47000122070312,265.20001220703125
2011-08-29,93.21029663085938,47.961822509765625,70.88648986816406,173.88999938964844,271.67999267578125
2011-08-30,93.45608520507812,48.27801513671875,72.026123046875,179.10000610351562,275.5199890136719
2011-08-31,93.87079620361328,48.3570442199707,70.91300201416016,177.72000122070312,276.0799865722656
2011-09-01,92.8877182006836,47.91791534423828,72.41624450683594,177.8699951171875,275.760009765625
2011-09-02,90.51443481445312,46.79374313354492,74.76876068115234,183.24000549316406,269.1199951171875
2011-09-06,89.85391998291016,46.80251693725586,75.54633331298828,182.89999389648438,268.7200012207031
2011-09-07,92.38848876953125,47.98819351196289,74.10418701171875,177.0800018310547,277.5199890136719
2011-09-08,91.42839813232422,47.76860427856445,74.76876068115234,181.80999755859375,275.67999267578125
2011-09-09,89.0321044921875,46.705909729003906,75.56626892089844,180.6999969482422,270.79998779296875
2011-09-12,89.6081314086914,47.303157806396484,75.64599609375,176.6699981689453,275.3599853515625
2011-09-13,90.42993927001953,47.93549728393555,74.56938934326172,178.5399932861328,278.79998779296875
2011-09-14,91.68187713623047,48.620521545410156,75.2007064819336,177.2100067138672,274.7200012207031
2011-09-15,93.26405334472656,49.340721130371094,74.05110168457031,174.39999389648438,276.79998779296875
2011-09-16,93.81602478027344,49.7929573059082,74.58930969238281,176.02999877929688,273.1199951171875
2011-09-19,92.88189697265625,49.81055450439453,76.011474609375,173.30999755859375,266.32000732421875
2011-09-20,92.77379608154297,49.59058380126953,76.33048248291016,175.77999877929688,267.44000244140625
2011-09-21,90.04082489013672,48.728294372558594,78.85575866699219,173.58999633789062,263.3599853515625
2011-09-22,87.13034057617188,47.144500732421875,81.81966400146484,169.0500030517578,249.0399932861328
2011-09-23,87.65531158447266,47.646034240722656,80.2978286743164,159.8000030517578,248.72000122070312
2011-09-26,89.73978424072266,48.20037078857422,79.00859069824219,157.5800018310547,251.75999450683594
2011-09-27,90.74339294433594,48.70189666748047,77.79911041259766,160.6300048828125,258.9599914550781
2011-09-28,88.89054870605469,47.98038864135742,77.77253723144531,156.22000122070312,250.0
2011-09-29,89.59310913085938,47.408477783203125,78.3108139038086,157.6999969482422,255.75999450683594
2011-09-30,87.35421752929688,46.18541717529297,80.27784729003906,158.05999755859375,243.9199981689453
2011-10-03,84.86830139160156,44.997562408447266,82.48716735839844,160.9600067138672,237.9199981689453
2011-10-04,86.72888946533203,45.92145538330078,81.44114685058594,157.63999938964844,239.27999877929688
2011-10-05,88.33468627929688,47.100502014160156,80.85482025146484,159.4600067138672,246.72000122070312
2011-10-06,89.93277740478516,47.89240646362305,79.3625259399414,160.49000549316406,255.83999633789062
2011-10-07,89.33059692382812,47.57563781738281,78.77621459960938,159.17999267578125,256.32000732421875
2011-10-10,92.31832885742188,49.22103500366211,77.66350555419922,163.27000427246094,265.9200134277344
2011-10-11,92.41096496582031,49.555381774902344,77.40374755859375,162.10000610351562,264.0799865722656
2011-10-12,93.22159576416016,49.801753997802734,76.27779388427734,163.25999450683594,263.3599853515625
2011-10-13,93.03633117675781,50.259300231933594,77.037353515625,162.3000030517578,261.20001220703125
2011-10-14,94.62669372558594,51.19198989868164,75.91803741455078,163.39999389648438,270.9599914550781
2011-10-17,92.82012939453125,50.40008544921875,77.23051452636719,162.6199951171875,267.44000244140625
2011-10-18,94.6343994140625,51.02482223510742,76.75081634521484,161.83999633789062,273.20001220703125
2011-10-19,93.51493072509766,50.03934097290039,76.7242202758789,159.8699951171875,266.4800109863281
2011-10-20,93.92413330078125,49.7929573059082,76.1778335571289,157.77000427246094,266.6400146484375
2011-10-21,95.70748901367188,50.41768264770508,75.3717041015625,159.52000427246094,270.79998779296875
2011-10-24,96.88097381591797,51.46474838256836,75.49828338623047,161.02000427246094,283.0400085449219
2011-10-25,94.99723815917969,50.45286178588867,77.41703796386719,165.58999633789062,286.3999938964844
2011-10-26,95.96227264404297,50.39128494262695,76.0645751953125,167.39999389648438,280.4800109863281
2011-10-27,99.30512237548828,51.78152084350586,73.48623657226562,169.5500030517578,289.67999267578125
2011-10-28,99.28196716308594,51.8607063293457,74.2590560913086,169.6199951171875,288.239990234375
2011-10-31,96.88874053955078,50.98961639404297,77.20389556884766,167.33999633789062,285.9200134277344
2011-11-01,94.1866226196289,49.66098403930664,79.78820037841797,167.3800048828125,281.6000061035156
2011-11-02,95.72295379638672,50.08333969116211,78.79298400878906,169.05999755859375,285.3599853515625
2011-11-03,97.46768951416016,51.1215934753418,77.71085357666016,171.72000122070312,290.55999755859375
2011-11-04,96.87327575683594,50.857627868652344,77.80438232421875,170.85000610351562,291.67999267578125
2011-11-07,97.47542572021484,51.218379974365234,78.2986831665039,174.97999572753906,296.7200012207031
2011-11-08,98.72611236572266,51.80791091918945,77.29672241210938,173.52999877929688,299.44000244140625
2011-11-09,95.0821762084961,49.98654556274414,78.89981842041016,172.07000732421875,296.0
2011-11-10,95.9776840209961,49.96014404296875,77.72421264648438,171.13999938964844,301.760009765625
2011-11-11,97.78421783447266,50.901611328125,77.24993133544922,173.9600067138672,305.67999267578125
2011-11-14,96.85782623291016,50.58488082885742,78.49234008789062,173.1999969482422,302.8800048828125
2011-11-15,97.33644104003906,51.14799499511719,78.385498046875,173.36000061035156,307.44000244140625
2011-11-16,95.79244995117188,50.30328369140625,79.1002197265625,171.50999450683594,314.7200012207031
2011-11-17,94.27154541015625,49.124244689941406,79.73474884033203,167.10000610351562,305.8399963378906
2011-11-18,94.17117309570312,48.745906829833984,79.7147216796875,167.6199951171875,302.55999755859375
2011-11-21,92.38008880615234,47.813232421875,80.18901824951172,163.5,300.7200012207031
2011-11-22,92.01725006103516,47.97160339355469,81.0840835571289,165.30999755859375,302.55999755859375
2011-11-23,89.98681640625,46.88932418823242,81.87896728515625,164.8300018310547,297.2799987792969
2011-11-25,89.81697845458984,46.5285758972168,80.68991088867188,163.39999389648438,297.2799987792969
2011-11-28,92.4186782836914,48.14757537841797,80.64983367919922,166.6300048828125,302.79998779296875
2011-11-29,92.68119049072266,47.84841537475586,79.98860931396484,166.8800048828125,308.3999938964844
2011-11-30,96.49495697021484,49.61698532104492,78.73947143554688,170.1300048828125,310.239990234375
2011-12-01,96.47955322265625,49.96014404296875,78.3444595336914,169.6300048828125,308.8800048828125
2011-12-02,96.39459991455078,49.81935119628906,79.44257354736328,169.82000732421875,312.239990234375
2011-12-05,97.44454956054688,50.36489486694336,79.28186798095703,167.32000732421875,312.0799865722656
2011-12-06,97.47542572021484,50.224124908447266,78.52520751953125,168.17999267578125,312.0
2011-12-07,97.83828735351562,50.224124908447266,78.8064956665039,169.39999389648438,310.4800109863281
2011-12-08,95.69202423095703,49.37940979003906,79.79080963134766,165.97999572753906,302.239990234375
2011-12-09,97.31330108642578,50.17131423950195,78.15026092529297,166.39999389648438,308.0
2011-12-12,95.89280700683594,49.608184814453125,79.02075958251953,161.99000549316406,303.0400085449219
2011-12-13,94.99723815917969,49.062660217285156,79.75732421875,158.4499969482422,308.8800048828125
2011-12-14,93.9858627319336,48.29715347290039,81.26390075683594,152.88999938964844,293.2799987792969
2011-12-15,94.32557678222656,48.16516876220703,80.96260833740234,152.3300018310547,289.0400085449219
2011-12-16,94.46540832519531,48.413150787353516,81.90677642822266,155.22999572753906,290.1600036621094
2011-12-19,93.45545959472656,47.93661117553711,82.9446792602539,154.8699951171875,289.6000061035156
2011-12-20,96.28340148925781,49.357421875,80.87554168701172,156.97999572753906,300.4800109863281
2011-12-21,96.4698715209961,48.65142822265625,79.7506103515625,157.16000366210938,304.8800048828125
2011-12-22,97.32447814941406,49.066184997558594,80.0854263305664,156.0399932861328,306.239990234375
2011-12-23,98.19463348388672,49.489776611328125,79.19486236572266,156.30999755859375,307.9200134277344
2011-12-27,98.2723159790039,49.674373626708984,79.5710220336914,154.91000366210938,312.4800109863281
2011-12-28,96.9826431274414,49.10026168823242,81.04218292236328,151.02999877929688,306.7200012207031
2011-12-29,97.98483276367188,49.45355987548828,81.18997955322266,150.33999633789062,307.2799987792969
2011-12-30,97.50321960449219,49.31224822998047,81.45199584960938,151.99000549316406,304.8800048828125
2012-01-03,99.05704498291016,50.2573356628418,80.22938537597656,155.9199981689453,317.5199890136719
2012-01-04,99.21240997314453,50.46930694580078,79.27546691894531,156.7100067138672,318.1600036621094
2012-01-05,99.47654724121094,50.88444519042969,79.13444519042969,157.77999877929688,313.3599853515625
2012-01-06,99.22014617919922,51.061092376708984,79.7591552734375,157.1999969482422,313.760009765625
2012-01-09,99.46099853515625,50.893272399902344,79.61807250976562,156.5,312.6400146484375
2012-01-10,100.32340240478516,51.264251708984375,79.48367309570312,158.63999938964844,314.7200012207031
2012-01-11,100.37776184082031,51.370235443115234,80.51821899414062,159.6699981689453,311.3599853515625
2012-01-12,100.61860656738281,51.57337951660156,80.40406036376953,160.3800048828125,304.4800109863281
2012-01-13,100.09809875488281,51.387916564941406,81.20343017578125,159.25999450683594,305.2799987792969
2012-01-17,100.48652648925781,51.85602951049805,81.57962036132812,160.5,310.32000732421875
2012-01-18,101.59754943847656,52.54496383666992,80.59213256835938,161.60000610351562,310.6400146484375
2012-01-19,102.13360595703125,52.87178039550781,79.48367309570312,161.22000122070312,309.5199890136719
